"candidate_id","name_zh","wikidata_id","discovery_categories","discovery_source","already_in_corpus","candidate_status","retrieved_at"
"Q109859738","謝幼偉","Q109859738","中国哲学家","https://zh.wikipedia.org/wiki/%E8%AC%9D%E5%B9%BC%E5%81%89","false","awaiting-scope-review","2026-07-17"
"Q27887611","熊秉明","Q27887611","中国哲学家","https://zh.wikipedia.org/wiki/%E7%86%8A%E7%A7%89%E6%98%8E","false","awaiting-scope-review","2026-07-17"
"Q16259886","熊伯龍","Q16259886","中国哲学家","https://zh.wikipedia.org/wiki/%E7%86%8A%E4%BC%AF%E9%BE%8D","false","awaiting-scope-review","2026-07-17"
"Q16260159","熊禾","Q16260159","中国思想家","https://zh.wikipedia.org/wiki/%E7%86%8A%E7%A6%BE","false","awaiting-scope-review","2026-07-17"
"Q110407159","熊伟 (哲学家)","Q110407159","中国哲学家","https://zh.wikipedia.org/wiki/%E7%86%8A%E4%BC%9F_(%E5%93%B2%E5%AD%A6%E5%AE%B6)","false","awaiting-scope-review","2026-07-17"
"Q5950484","徐爱","Q5950484","中国哲学家","https://zh.wikipedia.org/wiki/%E5%BE%90%E7%88%B1","false","awaiting-scope-review","2026-07-17"
"Q8045092","徐梵澄","Q8045092","中国哲学家","https://zh.wikipedia.org/wiki/%E5%BE%90%E6%A2%B5%E6%BE%84","false","awaiting-scope-review","2026-07-17"
"Q420427","徐光启","Q420427","明朝思想家","https://zh.wikipedia.org/wiki/%E5%BE%90%E5%85%89%E5%90%AF","false","awaiting-scope-review","2026-07-17"
"Q3571067","徐友漁","Q3571067","中国哲学家","https://zh.wikipedia.org/wiki/%E5%BE%90%E5%8F%8B%E6%BC%81","false","awaiting-scope-review","2026-07-17"
"Q845669","许衡","Q845669","中国思想家","https://zh.wikipedia.org/wiki/%E8%AE%B8%E8%A1%A1","true","already-included","2026-07-17"
"Q8045136","许行","Q8045136","中国思想家","https://zh.wikipedia.org/wiki/%E8%AE%B8%E8%A1%8C","true","already-included","2026-07-17"
"Q7420430","许由","Q7420430","中国思想家","https://zh.wikipedia.org/wiki/%E8%AE%B8%E7%94%B1","false","awaiting-scope-review","2026-07-17"
"Q10529469","许章润","Q10529469","中国政治哲学家","https://zh.wikipedia.org/wiki/%E8%AE%B8%E7%AB%A0%E6%B6%A6","false","awaiting-scope-review","2026-07-17"
"Q216072","荀子","Q216072","中国哲学家","https://zh.wikipedia.org/wiki/%E8%8D%80%E5%AD%90","true","already-included","2026-07-17"
"Q10871553","严北溟","Q10871553","中国哲学家","https://zh.wikipedia.org/wiki/%E4%B8%A5%E5%8C%97%E6%BA%9F","false","awaiting-scope-review","2026-07-17"
"Q10871582","严春友","Q10871582","中国哲学家","https://zh.wikipedia.org/wiki/%E4%B8%A5%E6%98%A5%E5%8F%8B","false","awaiting-scope-review","2026-07-17"
"Q1155960","颜回","Q1155960","中国思想家","https://zh.wikipedia.org/wiki/%E9%A2%9C%E5%9B%9E","true","already-included","2026-07-17"
"Q559957","嚴復","Q559957","中国思想家","https://zh.wikipedia.org/wiki/%E5%9A%B4%E5%BE%A9","false","awaiting-scope-review","2026-07-17"
"Q1045306","晏婴","Q1045306","中国思想家","https://zh.wikipedia.org/wiki/%E6%99%8F%E5%A9%B4","false","awaiting-scope-review","2026-07-17"
"Q14949048","杨昌济","Q14949048","中国伦理学家","https://zh.wikipedia.org/wiki/%E6%9D%A8%E6%98%8C%E6%B5%8E","false","awaiting-scope-review","2026-07-17"
"Q110405444","杨东屏","Q110405444","中国逻辑学家","https://zh.wikipedia.org/wiki/%E6%9D%A8%E4%B8%9C%E5%B1%8F","false","awaiting-scope-review","2026-07-17"
"Q8289912","杨度","Q8289912","中国思想家","https://zh.wikipedia.org/wiki/%E6%9D%A8%E5%BA%A6","false","awaiting-scope-review","2026-07-17"
"Q469931","杨朱","Q469931","中国思想家","https://zh.wikipedia.org/wiki/%E6%9D%A8%E6%9C%B1","true","already-included","2026-07-17"
"Q4537818","楊時 (宋朝)","Q4537818","中国思想家","https://zh.wikipedia.org/wiki/%E6%A5%8A%E6%99%82_(%E5%AE%8B%E6%9C%9D)","false","awaiting-scope-review","2026-07-17"
"Q799125","尹湛納希","Q799125","中国思想家","https://zh.wikipedia.org/wiki/%E5%B0%B9%E6%B9%9B%E7%B4%8D%E5%B8%8C","false","awaiting-scope-review","2026-07-17"
"Q4533465","游酢","Q4533465","中国思想家","https://zh.wikipedia.org/wiki/%E6%B8%B8%E9%85%A2","false","awaiting-scope-review","2026-07-17"
"Q85875279","余姚四贤","Q85875279","中国思想家;中国哲学家","https://zh.wikipedia.org/wiki/%E4%BD%99%E5%A7%9A%E5%9B%9B%E8%B4%A4","false","awaiting-scope-review","2026-07-17"
"Q1077571","虞翻","Q1077571","中国哲学家","https://zh.wikipedia.org/wiki/%E8%99%9E%E7%BF%BB","false","awaiting-scope-review","2026-07-17"
"Q11640272","遇罗克","Q11640272","中华人民共和国思想家","https://zh.wikipedia.org/wiki/%E9%81%87%E7%BD%97%E5%85%8B","false","awaiting-scope-review","2026-07-17"
"Q11067540","张纯一","Q11067540","中国哲学家","https://zh.wikipedia.org/wiki/%E5%BC%A0%E7%BA%AF%E4%B8%80","false","awaiting-scope-review","2026-07-17"
"Q11066965","张岱年","Q11066965","中国哲学家","https://zh.wikipedia.org/wiki/%E5%BC%A0%E5%B2%B1%E5%B9%B4","true","already-included","2026-07-17"
"Q8070186","张功耀","Q8070186","中国哲学家","https://zh.wikipedia.org/wiki/%E5%BC%A0%E5%8A%9F%E8%80%80","false","awaiting-scope-review","2026-07-17"
"Q16260215","张华夏","Q16260215","中国哲学家","https://zh.wikipedia.org/wiki/%E5%BC%A0%E5%8D%8E%E5%A4%8F","false","awaiting-scope-review","2026-07-17"
"Q11067529","张竞生","Q11067529","中国哲学家","https://zh.wikipedia.org/wiki/%E5%BC%A0%E7%AB%9E%E7%94%9F","false","awaiting-scope-review","2026-07-17"
"Q11066584","张其成","Q11066584","中国哲学家","https://zh.wikipedia.org/wiki/%E5%BC%A0%E5%85%B6%E6%88%90","false","awaiting-scope-review","2026-07-17"
"Q8070306","张申府","Q8070306","中国哲学家","https://zh.wikipedia.org/wiki/%E5%BC%A0%E7%94%B3%E5%BA%9C","false","awaiting-scope-review","2026-07-17"
"Q110407658","张颐 (哲学家)","Q110407658","中国哲学家","https://zh.wikipedia.org/wiki/%E5%BC%A0%E9%A2%90_(%E5%93%B2%E5%AD%A6%E5%AE%B6)","false","awaiting-scope-review","2026-07-17"
"Q16904448","张知寒","Q16904448","中国哲学家","https://zh.wikipedia.org/wiki/%E5%BC%A0%E7%9F%A5%E5%AF%92","false","awaiting-scope-review","2026-07-17"
"Q7237430","张中行","Q7237430","中国哲学家","https://zh.wikipedia.org/wiki/%E5%BC%A0%E4%B8%AD%E8%A1%8C","false","awaiting-scope-review","2026-07-17"
"Q699144","章士釗","Q699144","中国思想家","https://zh.wikipedia.org/wiki/%E7%AB%A0%E5%A3%AB%E9%87%97","false","awaiting-scope-review","2026-07-17"
"Q8070379","章學誠","Q8070379","中国思想家","https://zh.wikipedia.org/wiki/%E7%AB%A0%E5%AD%B8%E8%AA%A0","false","awaiting-scope-review","2026-07-17"
"Q15933962","郑寿麟","Q15933962","中国哲学家","https://zh.wikipedia.org/wiki/%E9%83%91%E5%AF%BF%E9%BA%9F","false","awaiting-scope-review","2026-07-17"
"Q197605","鄭觀應","Q197605","中国思想家","https://zh.wikipedia.org/wiki/%E9%84%AD%E8%A7%80%E6%87%89","false","awaiting-scope-review","2026-07-17"
"Q3400087","中国哲学家列表","Q3400087","中国哲学家","https://zh.wikipedia.org/wiki/%E4%B8%AD%E5%9B%BD%E5%93%B2%E5%AD%A6%E5%AE%B6%E5%88%97%E8%A1%A8","false","awaiting-scope-review","2026-07-17"
"Q197813","鍾會","Q197813","中国思想家","https://zh.wikipedia.org/wiki/%E9%8D%BE%E6%9C%83","false","awaiting-scope-review","2026-07-17"
"Q10564202","鍾泰","Q10564202","中国哲学家","https://zh.wikipedia.org/wiki/%E9%8D%BE%E6%B3%B0","false","awaiting-scope-review","2026-07-17"
"Q5368864","仲长统","Q5368864","中国思想家","https://zh.wikipedia.org/wiki/%E4%BB%B2%E9%95%BF%E7%BB%9F","false","awaiting-scope-review","2026-07-17"
"Q197962","周敦颐","Q197962","中国哲学家","https://zh.wikipedia.org/wiki/%E5%91%A8%E6%95%A6%E9%A2%90","true","already-included","2026-07-17"
"Q10921050","周辅成","Q10921050","中国哲学家","https://zh.wikipedia.org/wiki/%E5%91%A8%E8%BE%85%E6%88%90","false","awaiting-scope-review","2026-07-17"
"Q11094298","朱次琦","Q11094298","中国思想家","https://zh.wikipedia.org/wiki/%E6%9C%B1%E6%AC%A1%E7%90%A6","false","awaiting-scope-review","2026-07-17"
"Q8071109","朱光潜","Q8071109","中国哲学家","https://zh.wikipedia.org/wiki/%E6%9C%B1%E5%85%89%E6%BD%9C","false","awaiting-scope-review","2026-07-17"
"Q8071141","朱谦之","Q8071141","中国哲学家","https://zh.wikipedia.org/wiki/%E6%9C%B1%E8%B0%A6%E4%B9%8B","false","awaiting-scope-review","2026-07-17"
"Q11093536","朱舜水","Q11093536","明朝思想家","https://zh.wikipedia.org/wiki/%E6%9C%B1%E8%88%9C%E6%B0%B4","false","awaiting-scope-review","2026-07-17"
"Q9397","朱熹","Q9397","中国思想家;中国哲学家","https://zh.wikipedia.org/wiki/%E6%9C%B1%E7%86%B9","true","already-included","2026-07-17"
"Q47739","庄子","Q47739","中国逻辑学家;中国思想家;中国哲学家","https://zh.wikipedia.org/wiki/%E5%BA%84%E5%AD%90","true","already-included","2026-07-17"
"Q15928027","莊遵","Q15928027","中国思想家","https://zh.wikipedia.org/wiki/%E8%8E%8A%E9%81%B5","false","awaiting-scope-review","2026-07-17"
"Q10948239","宗白华","Q10948239","中国哲学家","https://zh.wikipedia.org/wiki/%E5%AE%97%E7%99%BD%E5%8D%8E","false","awaiting-scope-review","2026-07-17"
"Q104723531","邹崇理","Q104723531","中国逻辑学家","https://zh.wikipedia.org/wiki/%E9%82%B9%E5%B4%87%E7%90%86","false","awaiting-scope-review","2026-07-17"
"zhwiki-9060654","Draft:毛泽东",,"中华民国大陆时期思想家","https://zh.wikipedia.org/wiki/Draft:%E6%AF%9B%E6%B3%BD%E4%B8%9C","false","awaiting-scope-review","2026-07-17"
"zhwiki-8308114","Template:孔廟先賢先儒",,"中国思想家;中国哲学家","https://zh.wikipedia.org/wiki/Template:%E5%AD%94%E5%BB%9F%E5%85%88%E8%B3%A2%E5%85%88%E5%84%92","false","awaiting-scope-review","2026-07-17"
"Q20692507","Template:明州淳熙四先生","Q20692507","宋朝哲学家","https://zh.wikipedia.org/wiki/Template:%E6%98%8E%E5%B7%9E%E6%B7%B3%E7%86%99%E5%9B%9B%E5%85%88%E7%94%9F","false","awaiting-scope-review","2026-07-17"
"Q20696157","Template:慶曆五先生","Q20696157","宋朝哲学家","https://zh.wikipedia.org/wiki/Template:%E6%85%B6%E6%9B%86%E4%BA%94%E5%85%88%E7%94%9F","false","awaiting-scope-review","2026-07-17"
"Q28312818","Template:余姚四贤","Q28312818","中国思想家;中国哲学家","https://zh.wikipedia.org/wiki/Template:%E4%BD%99%E5%A7%9A%E5%9B%9B%E8%B4%A4","false","awaiting-scope-review","2026-07-17"
